psraid;usr_r;sex;q10c;q14a;q14b;q14c;q14d;q14e;q14g;q14h;q17a;q17b;q17c;q17d;q17e;q17f;q17g;q18;q20;q22a;q22b;q22c;q22d;q22e;q24;q25;q26;q29;age;mar;educ;empl;inc;mobileprice
102541;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;30;1;1;1;2;1;2;2; ; ;22;6;5;1;7;170,1
102543;3;1;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;6;3;2;1;2;2;2;2;2; ; ;45;1;5;1;2;170,1
102546;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ; ;0;1;1;1;2;1;2;2; ; ;65;1;7;3;6;170,2
102547;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;1;2;1;2; ; ; ;72;1;5;3; ;170,2
102561;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;5; ;1;2;1;2;1;2;2; ; ;38;6;4;1;6;170,4
102563;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;100;2;1;1;1;1;3;2; ; ; ;54;1;3;1;6;170,5
102565;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;3;2;2;1;2;2; ; ;77;1;6;3;6;170,5
102567;1;1;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;2;2;2;2;1;2;1;2;2; ; ;38;1;5;1;7;170,6
102572;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;3;2;1;2;2; ; ; ; ;6;4; ;170,6
102574;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;2;1;2;1;2;2; ; ;50;1;4;4;1;170,7
102580;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;2;2;1;2;2; ; ;66;1;5;4;4;170,8
102582;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;71;3;2;6;1;171,1
102583;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;2;2;2;1;2;2; ; ;56;3;6;1; ;171,1
102585;1;2;1;2;2;1;1;2;2;2; ; ; ; ; ; ; ;10; ;1;1;1;2;1;2; ; ; ;55;1;3;1;7;171,2
102596;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;1;2;1;2;2; ; ;45;6;5;1;1;171,3
102605;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;35;1;3;2;3;171,4
102608;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;8;2;1;1;1;2;1;2; ; ; ;64;1;6;3; ;171,5
102613;2;2;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;2;5;1;1;1;2;1;2;2; ; ;45;1;6;2;8;171,6
102619;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;3;2;3;3;171,6
102641;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;44;1;5;4; ;171,6
102648;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;2;2;1;2;2; ; ; ;5;4;3; ;171,6
102653;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;2;0;1;1;2;2;1;2;2; ; ;58;1;6;1;7;171,6
102655;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;2;2;1;2;2; ; ;65;3;3;5;3;171,7
102659;3;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;3;1;2;1;1;2;1;2;2; ; ;51;1;3;1;7;171,7
102662;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2; ; ; ;84;5; ;3; ;171,9
102666;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;4; ;1;2;1;2;1;2; ; ; ;66;5;6;3;6;172
102672;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;2;2;1;2;2; ; ;31;1;2;4;4;172
102675;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;2;2;2;2;2;2;2; ; ;68;1;3;3; ;172,1
102679;3;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;6;3;1;1;2;2;1;2;2; ; ;64;3;3;3;3;172,1
102680;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;0;1;1;1;2;1;2;1;5; ;65;1;5;2;8;172,3
102685;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;2;2;1;2;2; ; ;61;1;2;3;1;172,3
102688;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;3;1;2;1;2; ; ; ;55;1;5;4;6;172,4
102692;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1; ;2;1;2;2; ; ;51;1;5; ;6;172,5
102694;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;5;1;1;2;2;1;2;2; ; ;55;3;3;1;4;172,5
102697;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;5; ;1;1;2;2;2;2;2; ; ;42;1;3;5; ;172,8
102705;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;57;6;5;3;2;172,9
102708;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;20;20;1;1;2;2;1;2; ; ; ;50;1;5;4;8;173
102709;3;2;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;5;2;1;1;1;2;1;2;2; ; ;51;1;3;1; ;173
102714;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;55;6;3;4;9;173
102718;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;83;3;3;3; ;173
102720;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;2;2;2;2;2;2;2; ; ;70;1;3;3; ;173,1
102721;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;1;7;3;8;173,2
102730;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;5;5;3;6;173,2
102734;2;2;1;2;1;1;1;2;1;2; ; ; ; ; ; ; ;10;7;1;1;2;1;1;1;1;10;1;56;3;3;1;7;173,2
102735;1;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;3;1;1;1;1;1;2;2; ; ;44;3;7;1;3;173,3
102737;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1; ;2;1;2; ; ; ;56;1;2;4; ;173,3
102746;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78;5;2;3;2;173,4
102748;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;15;4;1;1;1;2;1;2;2; ; ;64;1;6;1; ;173,4
102769;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;81;5;3;3;4;173,4
102771;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;46;1;5;1;7;173,4
102774;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;5; ;1;1;2;2;1;2;1;5; ;56;1;5;1;7;173,5
102776;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;3;2;1;2; ;2;2; ; ;85;5;5;3; ;173,5
102778;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;6;2;1;1;1;1;1;2;1;6; ;36;1;6;1;6;173,6
102790;3;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;2;2;2;2;2; ; ;55;3;3;3;1;173,8
102804;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;1;2;1;2;2; ; ;83;1;6;3;6;173,9
102806;1;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;5;3;1;1;1;1;1;2;2; ; ;43;1;7;2;9;173,9
102813;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;3;5;1;1;1;2;1;2; ; ; ;39;1;6;2;5;174
102818;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;5; ;1;1;2;2;1;2;2; ; ;78;1;4;3;6;174
102823;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;4; ;1;1;2;2;1;2;2; ; ;75;1;3;3;3;174
102826;1;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;3;100;1;1;1;1;1;2;2; ; ;19;6;5;4;3;174,1
102842;3;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;1;2;1;2;1;9; ;36;1;3;1;7;174,1
102852;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;21;2;3;4; ;174,1
102853;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;44;3;5;4;3;174,2
102861;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;65;6;5; ;6;174,3
102862;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;2;2;2;2;2; ; ; ;75;5;3;3;6;174,3
102875;2;2;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;1;1;1;1;1;2;1;2;2; ; ;49;1;5;4; ;174,3
102877;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;43;6;2;4;1;174,3
102893;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;2;2;1;2; ; ; ;80;1;3;4;2;174,4
102902;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;79;1;3;3;4;174,4
102903;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;1;2;1;2;2; ; ;72;1;4;4;2;174,4
102906;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;3;0;1;1;1;2;1;2;2; ; ;79;1;5;3; ;174,5
102910;3;1;1;2;1;1;1;2;1;2; ; ; ; ; ; ; ;3;100;1;1;1;1;1;2;1;10; ;28;6;3;1;6;174,6
102924;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;72;5;3;3; ;174,6
102932;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;1;3;2;6;174,7
102933;1;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;1;0;1;2;3;2;1;2;2; ; ;57;1;5;1;8;174,8
102934;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;69;2;1;6;1;174,8
102939;3;2;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;5;1;1;1;1;2;1;2;2; ; ;50;1;7;1; ;174,8
102941;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;10; ;1;1;2;2;1;2;2; ; ;54;1;3;1;5;174,8
102942;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;6;5;3;6;174,9
102944;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60;1;3;3; ;175
102945;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;1;0;1;1;2;2;1;2;2; ; ;78;1;7;3;7;175
102948;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;77;5;3;3; ;175
102958;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;87;5;1;3;2;175,3
102965;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;90;5;4;3;4;175,3
102968;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;2;2;1;2; ; ; ;22;6;3;2;2;175,4
102969;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;2; ;2;1;2;2; ; ;86;5;6;3;8;175,4
102971;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;4; ;1;1;2;2;1;2; ; ; ;74;5;5;3; ;175,4
102980;1;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;3;0;1;1;2;2;1;2;2; ; ;49;4;6;1;9;175,5
102981;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;1;2;1;2;2; ; ;65;1;5;3;2;175,5
102983;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;2;2;2;2;2; ; ;80;1;7;3; ;175,7
102989;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78;6;4;3;1;175,8
102992;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;91;5;5;3; ;175,9
102998;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88;6;3;3; ;176,1
103001;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;2;2;2;1;2;2; ; ;83;5;5;4;1;176,1
103003;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;30; ;1;1;2;2;1;2;2; ; ;50;1;5;2;2;176,2
103004;3;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;8;2;1;1;2;2;1;2;2; ; ;41;1;3;1;3;176,2
103007;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;2; ; ;75;5;6;3;5;176,2
103010;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;85;1;2;3; ;176,2
103015;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;2;2;2;1;2;2; ; ;65;4;5;1; ;176,2
103017;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;1;2;1;2;2; ; ;75;1;6;4;6;176,3
103018;3;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;3; ;1; ;2;2;1;2;2; ; ;56;1;3;1;3;176,3
103019;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;3;2;2; ;2;2; ; ;75;1;4;3; ;176,4
103023;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;2;2;1;2;2; ; ;56;1;3;2;6;176,4
103025;2;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;10;6;1;1;2;2;1;2;2; ; ;51;1;3;1;7;176,5
103028;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;59;5;3;4;1;176,5
103033;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;2;2;2;1;2;2; ; ;71;1;2;2;8;176,5
103034;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;3;2; ; ; ; ; ; ;7;6;4; ;176,6
103044;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;77;5;3;3;3;176,6
103046;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;3;2;1;2;2; ; ;75;5;5;3;3;176,6
103049;3;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;1;2;1;2;2; ; ;84;1;2;4; ;176,7
103050;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;8; ;2;1;2;2;1;2; ; ; ;47;3;6;4; ;176,7
103052;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ; ; ;1;2;1;2;2; ; ;81;1;2;6; ;176,8
103058;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;7; ;1;1;1;2;1;2;2; ; ;53;1;6;2; ;176,8
103059;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;2;3;2;1;2;2; ; ;71;1;5;3; ;176,9
103062;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;43;1;3;1;5;177
103074;2;2;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;15;50;1;1;2;2;1;2;1; ; ;34;1;3;1;6;177
103079;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;84;5;5;3; ;177
103080;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;5; ;1;1;1;2;1;2;2; ; ;45;1;5;1;5;177,1
103083;1;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;30;1;2;2;1;2;1;2;2; ; ;52;1;7;1;8;177,2
103086;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;5; ;1;1;1;2;1;2;2; ; ;70;3;3;1;3;177,2
103091;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;1;1;2;3;2;2; ; ;75;1;3;3; ;177,3
103098;2;2;1;2;2;1;2;2;1;2; ; ; ; ; ; ; ;5; ;1;1;2;2;1;2;2; ; ;55;1;3;1;6;177,4
103110;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;1;2;1;2;2; ; ;65;1;3;1;5;177,4
103116;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;3;3;1;2;1; ; ;28;7;3;1; ;177,5
103121;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;3;0;1;1;1;2;1;2;2; ; ;61;3;6;1;6;177,5
103128;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;2;1;1;2;2; ; ;66;1;6;2;6;177,6
103130;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;2;2;1;2;2; ; ;66;5;6;3;5;177,6
103136;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;62;1;3;3; ;177,7
103140;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;1;2;1;2;2; ; ;81;1;3;3; ;177,7
103147;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;69;6;2;3;3;177,8
103148;3;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;5; ;1;1;1;2;1;2;2; ; ;51;1;3;1;6;177,9
103151;3;2;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;40;40;1;1;2;1;1;2;2; ; ;39;4;2;6;1;178
103153;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;3;2;3;2; ; ; ;76;1;5;3;5;178
103156;2;2;1;2;1;1;2;2;1;2; ; ; ; ; ; ; ;5;3;1;1;2;2;1;2;2; ; ;35;1;6;4;6;178,1
103162;2;1;1;2;1;1;1;2;1;2; ; ; ; ; ; ; ;1;20;1;1;2;2;1;1;2;1;1;33;6;7;1;7;178,1
103164;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;55;5;3;6;2;178,2
103167;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;1;1;1;2;2; ; ;52;1;5;3;9;178,2
103177;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;3;2;1;2;2; ; ;82;5;4;3;3;178,2
103178;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;1; ;2;2;1;2;1;2;2; ; ;54;1;3;1; ;178,3
103182;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;57;1;5;1;7;178,3
103183;3;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;2;2;1;2; ; ; ;83;1;6;3;3;178,4
103184;2;2;1;2;1;1;2;2;1;2; ; ; ; ; ; ; ;5;50;1;1;2;1;1;2;2; ; ;23;6;5;1;3;178,4
103188;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;3;3;2;3;178,5
103189;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;69;3;3;4;1;178,6
103190;2;2;1;2;1;1;2;2;1;2; ; ; ; ; ; ; ;20;1;1;1;1;2;1;2;1;1; ;39;1;7;1;6;178,6
103194;3;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1;1;2;2;2;2; ; ; ;65;1;3;3;5;178,6
103202;1;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;5; ;1;2;2;2;1;2;2; ; ;69;1;5;3; ;178,7
103205;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;3; ;1;3;1;2;1;2;2; ; ;70;1;3;3; ;178,7
103206;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;1;2;1;2;2; ; ;63;1;3;3;6;178,8
103210;1;2;1;2;1;1;2;2;1;2; ; ; ; ; ; ; ;5;1;1;1;1;2;1;1;2;3;1;63;1;7;1;8;178,9
103212;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;1; ;1;2;3;2;1;2;2; ; ; ; ;5;1;9;178,9
103213;1;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;3;3;1;1;2;2;1;2;2; ; ;55;1;3;4;7;179
103214;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;1;3;2;1;2;2; ; ;72;2;3;1;5;179,1
103218;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;2;2;1;2;2; ; ;68;1;6;3;7;179,2
103221;1;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;1;2;1;2;2; ; ;63;1;5;3; ;179,2
103230;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;57;1;3;1;6;179,2
103231;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;30;1;1;1;1;1;1;1;2; ; ;37;1;2;1;3;179,4
103232;2;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;15;10;1;1;2;2;1;2;2; ; ;35;1;4;4;9;179,4
103238;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;1;2;1;2;2; ; ;36;1;6;4; ;179,5
103245;2;2;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;10;0;1;1;2;2;1;2;1; ; ;74;1;3;2; ;179,6
103249;1;1;1;2;1;2;2;2;2;2; ; ; ; ; ; ; ;1;1;1;1;1;2;1;2;2; ; ;51;6;5;1;4;179,7
103250;2;2;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;1;2;1;2;2; ; ;47;1;6;3; ;179,7
103251;3;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;30;40;2;1;2;1;1;2;2; ; ;30;6;3;1;3;179,7
103258;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;55;3;5;1;6;179,7
103271;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;1;3;3;4;179,8
103272;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;12; ;1;1;1;2;1;2;2; ; ;61;2;6;1;6;179,8
103275;2;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;1;2;1;2;2; ; ;63;1;4;2;6;179,8
103278;3;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;4;2;1;1;1;1;1;2;2; ; ;34;1;6;1;8;179,8
103280;3;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;8;0;1;1;2;2;1;2;2; ; ;55;3;7;1;6;179,9
103281;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;2;1;2;1;2;2; ; ; ; ; ; ; ;179,9
103282;3;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;20;1;1;1;2;2;1;2; ; ; ;51;1;5;1;8;179,9
103284;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;1;2;1;2;2; ; ;59;1;6;1;6;180
103291;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;29;1;3;2;7;180
103293;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;33;1;7;1;4;180
103297;2;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;2;2;1;2;2; ; ;80;5;5;3;1;180,1
103303;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;51;2;5;2;3;180,2
103314;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;1;1;2;2;2;2; ; ;83;5;5;3; ;180,2
103335;2;2;1;2;1;1;1;2;1;2; ; ; ; ; ; ; ;12;100;1;1;2;1;1;2;2; ; ;22;6;6;1;6;180,3
103342;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;5;3;1;3;180,3
103347;1;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;7;7;1;1;1;2;1;1;1; ;2;48;1;3;4;5;180,4
103361;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;0; ;1;3;3;2;1;2;2; ; ;60;1;5;6;5;180,5
103368;1;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;5; ;2;2;1;2;1;2;2; ; ;47;6;5;1;4;180,5
103369;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;2;2;2;1;2;2; ; ;73;3;3;3;1;180,6
103370;3;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;1; ;1;1;1;2;1;2;2; ; ;54;1;3;1;7;180,7
103391;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;2; ;1;1;1;2;1;2;2; ; ;67;1;3;3;2;180,9
103396;3;2;1;2;1;1;1;2;2;2; ; ; ; ; ; ; ;15;12;1;1;1;2;1;2;1;20; ;35;1;5;1;5;181
103397;1;1;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;6;2;1;1;1;2;1;1;1;20;1;52;1;5;1;7;181
103399;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;57;1;6;3;5;181,1
103404;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ;10; ;1;1;2;2;1;3;2; ; ;62;1;3;5; ;181,2
103411;3;2;1;2;1;1;2;2;2;2; ; ; ; ; ; ; ;1;25;1;1;2;1;1;2;2; ; ;18;6;3;2;6;181,2
