psraid;usr_r;sex;q10c;q14a;q14b;q14c;q14d;q14e;q14g;q14h;q17a;q17b;q17c;q17d;q17e;q17f;q17g;q18;q20;q22a;q22b;q22c;q22d;q22e;q24;q25;q26;q29;age;mar;educ;empl;inc;mobileprice
202417;3;2;1;2;1;1;1;1;1;1;1;1;2;2;1;1;1;3;50;1;1;1;1;1;2;1;2; ;32;1;2;4;3;231,7
202431;2;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;15;20;1;1;2;1;2;1;1;35;1;46;1;6;1;8;231,7
202438;1;2;1;1;1;1;1;2;1;1;2;1;2;2;2;2;1;20;10;2;1;1;1;1;2;1;13; ;33;1;6;1;2;231,8
202492;1;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;5;15;1;1;2;1;1;2;1;20; ;20;6;5;7;4;231,9
202501;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;20;5;1;1;2;1;1;2;1;15; ;31;1;7;1;9;231,9
100019;2;2;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;20;10;1;1;2;1;1;1;1;20;1;45;1;7;1;9;231,9
100041;1;1;1;1;1;1;1;2;1;1;1;2;2;2;1;2;2;5;350;1;1;2;1;1;1;1;15;1;23;6;3;4;1;231,9
100070;2;2;1;1;1;1;2;1;1;1;1;2;2;1;2;2;2;2;2;1;1;1;2;1;1;1; ;2;48;6;7;2;7;232
100111;1;1;1;2;1;1;2;1;2;2;1;2;2;2;2;2;2;10;5;1;1;1;2;1;2;2; ; ;55;1;7;1;9;232,3
100122;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;2;2;20;50;1;1;2;2;2;2;2; ; ;52;1;5;4;9;232,3
100137;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;5;2;1;1;2;1;1;1;1;47;1;71;3;6;3;7;232,4
100150;2;1;1;1;1;1;1;1;2;1;1;2;2;2;1;2;1;1;2;1;1;2;1;1;2;1;20; ;37;3;3;1;6;232,4
100166;2;2;1;2;2;1;2;2;1;1;2;2;2;2;2;2;2;2; ;1;1;1;2;1;2;2; ; ;39;1;6;4;9;232,5
100175;3;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;6; ;1;1;2;2;1;2;1; ; ;62;1;5;1;4;232,5
100178;3;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1; ;1;1;2;2;1;2;2; ; ;93;5;3;3;2;232,6
100185;2;2;1;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;3;1;1;1;2;1;2;2; ; ;39;1;3;4;8;232,8
100223;1;2;1;2;1;1;2;1;2;2;1;2;2;2;2;2;2;4;2;1;1;1;2;1;2; ; ; ;49;3;5;1; ;232,8
100242;1;2;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;20;10;1;1;1;1;1;1;1;25;2; ; ;7; ; ;232,9
100244;2;2;1;2;1;1;1;2;2;1;1;2;2;2;1;2;1;4;20;1;1;1;2;1;1;2;2;2;18;7;2;4; ;232,9
100256;2;2;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;5; ;1;2;2;2;1;2;1; ; ;49;1;6;1; ;233
100290;2;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;6;2;1;1;1;1;1;1;1;30;1;42;1;6;1;9;233
100326;1;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;3;1;1;1;2;2;1;2;2; ; ;64;1;5;3;3;233,1
100342;2;2;1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;3;4;1;1;2;2;1;2;2; ; ;20;6;5;2;4;233,1
100366;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;4;1;1;2;1;1;2;1;20; ;43;3;6;1;7;233,1
100397;2;2;1;2;1;1;2;1;1;1;2;2;2;2;2;2;2;20;5;1;1;1;2;1;1;1;8;2;38;1;6;1;6;233,1
100431;1;2;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;3; ;1;1;1;2;1;2;1;2; ; ;6;7;5;6;233,1
100455;1;2;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;25;5;1;1;2;2;1;1;1;5;2;56;1;7;2;8;233,2
100458;2;1;1;2;1;1;1;1;2;1;2;2;2;2;2;2;2;25;30;1;1;3;1;1;1;1;25;2;31;3;3;1;8;233,2
100470;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;500;1;2;2;1;2;2; ; ; ;40;1;3;1;5;233,3
100483;2;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;10;3;1;1;2;2;1;2;1;1; ;95;1;3;1;7;233,3
100505;2;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;12;6;1;1;1;2;1;1;1; ;2;64;1;7;1;8;233,4
100524;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;8;15;1;1;1;2;1;2;1;25; ;43;1;7;1;7;233,4
100572;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;5; ;1;1;2;2;1;2;2; ; ;60;2;5;1;5;233,5
100607;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;10;2;1;2;2;1;1;2;1;4; ;44;1;6;1;9;233,6
100653;3;2;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;50;1;1;1;1;1;2;1; ; ;28;1;5;4;5;233,6
100710;3;1;1;1;1;2;2;2;2;1;2;2;2;2;1;1;2;15;3;2;1;2;2;1;1;1; ;2;65;1;6;1;9;233,7
100750;2;2;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;3;1;1;1;1;2;1;2;2; ; ;63;3;5;1;5;233,7
100757;2;1;1;1;1;1;2; ;1;1;2;2;2;2;2;2;2;2;0;1;1;3;1;1;1;1;25;2;70;1;3;3;4;233,8
100768;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;4;2;1;1;2;2;1;1;1; ;2;79;1;7;3;9;233,9
100809;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;5;2;1;1;3;1;1;2;2; ; ;55;1;3;1;7;234
100838;2;1;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;4; ;1;1;1;2;1;2;2; ; ;37;1;3;1;6;234,1
100848;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;5;5;1;1;2;2;1;2;1; ; ;40;1;5;1; ;234,1
100856;2;2;1;1;1;1;2;2;2;1;1;2;2;2;1;2;2;20;10;1;1;1;2;1;2;1; ; ; ;3;3;1; ;234,1
100858;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;2;2;30;20;1;1;2;1;2;1;1;20;1;46;1;3;1;7;234,1
100903;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;2;1;8;200;1;1;1;1;1;1;1;30;2;81;7;2;2;7;234,2
100955;2;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;4;2;1;1;1;1;1;2;2; ; ;27;6;6;4;2;234,2
100960;1;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;3;1;1;1;2;2;1;1;1;3;1;53;1;7;1;8;234,2
101030;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;15;2;1;1;1;2;1;2;2; ; ;59;1;6;3;9;234,3
101056;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;10; ;1;1;2;2;2;2;2; ; ;45;1;3;5; ;234,5
101069;2;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2; ;1;1;1;1;1;2;2; ; ;47;6;3;1;1;234,5
101076;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;4; ;1;1;2;2;1;2;2; ; ;74;1;3;3; ;234,6
101100;2;2;1;2;1;1;2;1;2;2;1;2;2;2;2;2;2;3;3;1;1;2;2;1;2;2; ; ;54;1;6;4; ;234,7
101123;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2; ;1;1;1;2;1;2;2; ; ;61;1;3;1;6;234,8
101163;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;15;3;1;1;2;2;1;2;1;30; ;47;1;6;1;9;234,8
101172;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;3;1;1;2;2;2;2;2; ; ;50;1;6;1; ;234,9
101208;2;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;20;20;1;1;1;2;1;1;1;20;2;52;4;7;1;9;235
101234;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;6;1;1;1;1;2;1;1;1;4;1;51;1;7;1;9;235
101241;2;2;1;1;1;1;1;2;1;1;1;2;1;2;2;2;2;5;10;1;1;2;2;1;1;1;40;1;41;1;7;4;9;235,1
101270;2;2;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;60;500;1;1;2;1;1;2;2; ; ;39;3;3;1;4;235,1
101289;2;1;1;2;1;1;2;1;2;1;2;2;2;2;2;2;2;5;3;1;1;2;2;1;1;1;10;1;40;2;5;1; ;235,1
101295;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;6;2;1;1;1;2;1;2;2; ; ;56;1;6;5;5;235,2
101316;1;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1; ;1;2;2;2;1;2;1; ; ;56;1;5;2;7;235,2
101318;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1; ;1;3;2;2;2;2; ; ; ;81;1;3;4;7;235,3
101334;2;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2; ;1;1;1;1;1;1;2; ; ; ;38;1;5;1;7;235,5
101375;3;1;1;2;2;1;1;1;2;1;1;2;2;2;1;1;2;50; ;1;1;1;1;1;1;1;6;1;18;6;3;4;9;235,5
101394;2;2;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;10;6;1;1;1;1;1;1;1;20;1;29;2;7;2;8;235,6
101405;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;0;0;1;2;1;2;1;2;2; ; ;58;1;7;3;9;235,6
101423;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ;1;1;1;2;1;2;2; ; ;74;1;5;3; ;235,6
101425;2;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;8;2;2;2;2;2;1;1;1;10;1;58;1;7;2;9;235,7
101428;2;2;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;20;15;1;1;2;1;3;1;1; ;2;38;1;6;1;9;235,7
101430;1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;2;2;8;0;1;1;1;2;1;2;1;3; ;47;1;5;1;8;235,7
101443;3;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;8;10;1;1;2;2;1;1;1;5;1;48;1;5;1;7;235,8
101473;2;1;1;2;1;1;2;1;1;2;2;2;2;2;2;2;2;50;40;1;1;1;1;1;2;2; ; ;34;7;3;1;3;235,9
101500;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;1;2;1;2;2; ; ;62; ;5;1;6;236
101512;3;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;5;1;1;1;2;2;1;2;2; ; ;57;3;7;1;6;236,1
101516;2;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;7;0;1;1;1;2;1;2;1;6; ;55;1;6;1;7;236,3
101539;1;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;5; ;1;1;2;2;1;2;2; ; ;60;1;3;3;5;236,4
101557;2;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;5;1;1;1;2;2;1;2;2; ; ;68;1;7;3; ;236,4
101567;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;20;5;1;1;1;1;1;1;1;5;2;35;1;6;1;9;236,5
101581;2;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;20;2;1;1;2;2;1;1;1;8;2;59;1;7;1; ;236,5
101591;1;2;1;1;1;1;1;1;1;1;2;2;2;1;1;2;2;10;10;1;1;1;2;1;2;2; ; ; ;3;5;4;7;236,7
101597;3;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;30;10;1;1;2;2;3;2; ; ; ; ;1;5; ; ;236,7
101603;1;2;1;2;1;1;2;2;1;1;1;2;2;2;2;2;2;6; ;1;1;1;1;2;3;2; ; ;35;1;3;6;1;236,8
101609;1;1;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;10; ;1;1;1;2;1;2;1;6; ;58;3; ;1;4;236,9
101623;3;1;1;1;1;1;2;2;1;1;1;2;1;2;1;1;2;15;5;1;1;2;1;1;2;1;5; ;44;1;7;1;9;237,1
101632;2;2;1;1;1;1;2;1;1;1;1;2;2;2;2;1;2;4;5;1;1;2;1;2;2;2; ; ;46;1;6;1;7;237,1
101643;1;2;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;10;2;1;1;1;2;1;2;1;4; ;47;3;5;1;6;237,2
101651;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;4;1;1;1;2;1;2;1;12; ;47;1;5;1;8;237,2
101704;3;1;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;8;20;1;1;2;1;2;2;1;5; ;43;1;3;1;9;237,3
101707;2;2;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;10;3;1;1;2;1;1;1;2;3;1;53;2;5;6;5;237,3
101720;2;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;6;1;1;1;1;2;1;2;2; ; ;63;1;5;3; ;237,4
101724;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;5;2;1;1;2;2;1;2; ; ; ;54;1;6;4;9;237,5
101782;2;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;3;8;1;1;1;1;1;2;2; ; ;57;5;1;4;1;237,6
101802;2;1;1;1;1;1;2;1;1;1;1;2;2;2;1;2;2;20;200;1;1;1;1;1;1;1;50;2;24;2;3;1;6;237,7
101813;3;2;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;10;30;1;1;2;2;1;1;2;3;2;38;1;5;1;4;237,8
101839;2;2;1;2;2;1;2;1;2;2;2;2;1;2;2;2;2;3; ;1;1;2;2;1;2; ; ; ;66;1;5;3; ;238
101859;1;1;1;1;1;1;1;2;1;1;1;2;2;1;1;2;1;10;15;2;1;2;1;1;1;1;20;1;33;6;5;4;8;238
101865;2;2;1;2;1;1;1;1;1;2;1;2;2;2;1;2;1; ;500;1;1;1;1;1;2;2; ; ;23;1;2;1;2;238,1
101899;3;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;20;3;1;1;1;1;1;1;1;40;1;32;1;6;2;6;238,1
101906;1;1;1;2;1;1;2;2;2;1;1;2;2;2;2;2;2;30;10;2;1;1;1;1;1;1;5;2;30;1;2;1;6;238,1
101910;3;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;0; ;1;2;1;2;1;2;2; ; ;82;5;3;2;1;238,2
101921;3;2;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;6;15;1;1;2;2;1;2;2; ; ;47;1;3;1; ;238,6
101927;2;2;1;2;1;1;2;1;1;2;1;2;2;1;2;2;1;10;2;1;1;1;1;1;2; ; ; ;44;6;6;1;5;238,7
101963;2;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;10;3;1;1;2;2;1;1;1;12;1;62;1;6;3;9;238,9
101974;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;5;0;1;1;1;2;1;2;1;20; ;52;1;7;1;9;239
101977;1;2;1;1;1;1;1;2;1;1;1;2;2;2;1;2;2;5;2;1;1;2;2;1;2;2; ; ;51;1;6;1;7;239,1
101978;2;1;1;2;1;1;2;2;1;1;1;2;2;2;2;2;2;2;7;1;1;2;2;1;2;1;8; ;40;6;6;1;5;239,2
102008;2;2;1;2;1;1;2;1;2;2;1;2;2;2;2;2;2;5;2;1;1;1;1;2;2;2; ; ;40;1;3;1;2;239,2
102016;1;2;1;1;1;1;1;2;1;1;2;2;1;2;2;2;1;3;15;1;1;2;1;1;1;1;5;1;24;6;6;1; ;239,2
102056;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;5;5;1;1;1;1;1;1;1;12;2;31;3;3;4;3;239,2
102057;1;1;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;10;5;1;1;2;2;1;2;2; ; ;45;2;6;4;7;239,2
102069;2;2;1;2;1;1;2;2;1;1;1;2;2;2;2;2;1;2;1;1;1;2;1;1;2;1; ; ;64;3;5;1;3;239,2
102072;2;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;3;1;1;1;1;2;1;2;1; ; ;57;2;6;1;9;239,2
102084;2;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;1;10;10;1;1;1;2;1;2;2; ; ;40;1;5;1;7;239,2
102103;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;1;1;1;2;1;2;2; ; ;63;5;3;3;3;239,3
102108;2;2;1;1;1;1;1;2;1;2;2;2;2;2;1;2;1;7;0;1;1;1;1;1;1;1; ;1;60;6;5;3;2;239,4
102118;3;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;20;1;1;3;1;1;1;1;15;2;25;1;3;1;2;239,7
102170;2;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;0;2;1;2;1;1;1;1;1;40;1;48;1;6;1;8;239,7
102187;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;20;10;3;1;1;1;1;2;2; ; ;58;1;3;5;6;239,7
102193;2;1;1;2;1;1;2;2;2;1;2;2;2;2;2;2;1;4;8;1;1;2;2;1;2;2; ; ;24;6;6;1;4;239,8
102208;3;2;1;2;2;2;1;1;1;2;1;2;1;2;2;2;2;1; ;1;1;1;1;1;1;1;1;1;47;4;2;6;1;239,8
102221;1;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;3;1;1;2;2;1;2;1;8; ;58;1;5;2;7;239,9
102233;2;2;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2; ; ;1;1;2;2;1;2;1;11; ;37;2;7;1; ;239,9
102249;2;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;20;10;2;1;2;1;1;1;1;10;2;48;1;6;1;9;240
102267;3;2;1;2;2;1;2;1;2;2;1;2;2;2;2;2;2;10; ;1;1;1;1;1;2;1; ; ;31;2;5;1; ;240,2
102326;2;1;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;1;1;1;1;2;2;1;1;1;6;1;54;1;7;1;9;240,4
102343;2;1;1;1;1;1;1;2;1;1;2;2;2;1;2;2;2;25;3;1;1;1;1;1;1;1;32;1;63;3;6;1;7;240,5
102355;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;7;3;1;1;1;2;1;1;1;13;2;48;1;7;1;8;240,6
102394;3;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;4;2;1;1;1;1;1;2;2; ; ;51;3;3;1;3;240,7
102407;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;2;1;2;2; ; ;60;6;7;1;7;240,8
102483;1;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;3; ;1;1;1;2;1;2;2; ; ;60;1;5;3;9;240,9
102522;3;2;1;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;0;1;1;1;2;1;2;1; ; ;58;1;5;6;4;240,9
102539;1;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;3;10;1;1;2;1;1;2; ; ; ;52;1;7;1; ;241
102552;2;2;1;1;1;1;2;1;2;2;1;2;2;2;2;2;2;5;2;1;1;1;2;1;2; ; ; ;49;6;4;4;3;241
102620;2;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;6;0;1;1;2;2;1;1;1; ;2;56;1;6;4;8;241,1
102650;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;2;2; ;20;2;1;2;1;2;1;1;9;1;30;6;3;1;3;241,2
102663;2;1;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;2;3;1;1;1;1;2;1;1;5;1;30;2;5;1;4;241,2
102704;2;1;1;1;1;1;2;1;2;2;1;2;2;2;2;2;2;10;10;1;1;2;2;1;2;1;3; ;48;6;3;1;4;241,2
102711;1;2;1;1;1;1;2;2;2;1;2;2;1;1;2;2;1;10;3;1;1;1;1;1;2;1;12; ;43;1;7;3;9;241,3
102728;2;2;1;2;1;1;1;2;1;1;1;2;1;2;2;2;1;5;3;1;1;1;2;1;2;2; ; ;50;4;2;4;2;241,3
102744;2;2;1;1;1;1;2;1;1;1;2;2;2;2;1;2;2;10;12;1;1;1;1;1;1;1;10;2;39;2;6;1;5;241,3
102747;1;2;1;1;1;1;2;1;1;1;1;2;2;2;2;2;2;15;20;1;1;2;1;1;2;2; ; ;28;6;7;1;6;241,3
102843;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;5;1;1;1;2;2;1;2;1; ; ;68;1;5;3;9;241,3
102846;2;1;1;1;1;1;2;1;2;1;1;2;2;2;2;2;1;30;2;1;1;2;1;2;2;2; ; ;32;1;5;5;7;241,6
102854;2;2;1;1;1;1;2;1;2;2;1;2;2;2;2;2;2;20;6;1;1;1;1;1;2;2; ; ;33;3;7;1;6;241,6
102858;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;3;1;1;1;2;1;2;1;1;20;2;40;1;6;1;7;241,8
102867;2;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;3;2;1;2;2;2;1;2;2; ; ;33;6;3;2; ;241,8
102892;1;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;4; ;1;1;2;2;1;2; ; ; ;48;1;7;4; ;241,8
102917;2;2;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;10;50;1;1;3;1;1;1; ;30;1;25;1;3;4;9;241,9
102921;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1; ;1;2;1;2;1;2; ; ; ;70;1;6;3; ;242,2
102943;2;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;0; ;2;1;1;2;1;2; ; ; ;45;1;6;4; ;242,2
102976;3;1;1;2;1;1;2;1;1;2;2;2;2;1;2;2;2;10;0;1;1;1;2;1;2;1; ; ;62;2;7;1;4;242,2
102986;2;1;1;1;2;1;2;1;1;1;1;2;1;2;1;2;1;15; ;1;1;2;1;1;1;1;3;2;58;1;6;1;9;242,3
102988;2;2;1;1;2;1;1;1;2;1;1;2;1;2;2;2;1;7; ;1;1;2;2;1;2;2; ; ;31;1;6;1;7;242,5
102993;2;1;1;1;1;1;2;2;2;1;1;2;2;2;1;2;1;5;3;1;1;1;2;1;2;2; ; ; ;1;6;1; ;242,6
103038;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;10;200;1;1;1;2;1;2;1; ; ;63;1;7;1;8;242,8
103043;2;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;3;0;1;1;2;2;1;2;1;3; ;68;1;7;1;7;242,9
103053;1;1;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;6;2;2;2;1;2;1;2;1; ; ;61;1;6; ;8;242,9
103066;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;1;1;2;1;1;2;2; ; ;48;6;5;4;2;243
103084;2;2;1;2;1;2;2;1;2;2;2;2;1;2;2;2;2; ; ;1;1;1;2;2;2;1; ; ;73;3;3;1;5;243,1
103124;3;2;1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;10;5;2;1;2;2;1;2;2; ; ;31;1;3;2;5;243,1
103134;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;15;0;1;2;1;2;2;2;1;10; ;27;6;2;1;6;243,2
103137;1;2;1;2;1;1;2;2;1;1;1;2;2;2;2;2;2;10;3;1;1;1;2;1;1;1;5;2;32;1;6;1;7;243,2
103138;2;2;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;5;5;1;1;2;2;1;2;1;30; ;56;1;7;3;9;243,2
103139;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;6;30;2;1;1;2;1;2;2; ; ;29;1;6;1;8;243,2
103158;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2; ;0;1;1;1;2;1;2;2; ; ;47;6;2;4;5;243,4
103173;2;2;1;1;1;1;1;2;1;1;1;2;2;2;1;1;1;100;10;1;1;2;1;1;1;1;30;1;57;1;7;1;9;243,6
103222;2;1;1;1;1;1;2;1;1;1;1;2;1;2;2;2;1;20;2;1;1;3;1;1;1;1;15;2;57;1;6;1;9;243,6
103223;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;1;35;15;1;1;1;1;1;1;1;35;1;42;1;3;1;6;243,8
103308;1;1;1;2;1;1;1;2;1;1;1;2;2;2;1;2;2;7;10;1;1;1;2;1;2;1;2; ;60;1;6;1;8;243,8
103316;2;2;1;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;10;1;1;1;1;1;2;2; ; ;21;2;5;4;3;243,8
103329;2;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;50;1;1;2;1;1;1;1;30;2;19;6;3;2; ;243,9
103330;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;10;3;2;1;2;2;1;2;1; ; ;62;1;5;3;7;243,9
103352;2;2;1;1;1;1;1;2;1;1;1;2;2;2;1;2;2;25;100;1;1;2;1;1;1;2;25;2;23;6;3;1;3;243,9
103423;2;2;1;1;1;1;2;1;1;1;1;2;2;1;1;2;2;20;20;1;1;1;2;1;1;2; ;2;53;3;6;1;5;244
103425;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;10;2;1;1;2;2;2;2; ; ; ;52;2;5;4;2;244
103427;2;2;1;2;1;1;1;1;1;2;1;2;2;2;2;2;2;10;12;1;1;2;1;1;2;2; ; ;37;1;5;1;6;244,1
103429;3;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;30;1;2;1;2;2;2;2;2; ; ;51;1;6;1;5;244,1
103440;2;2;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;25;25;1;1;1;1;1;2;1; ; ;52;1;6;1;6;244,2
103447;2;1;1;2;1;1;2;1;1;1;1;2;2;2;2;2;2;10;10;1;1;2;2;1;2;1; ; ;46;1;6;1;6;244,3
103451;2;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;20;8;1;1;2;2;2;2; ; ; ;48;1;2;1;3;244,3
103456;2;1;1;1;1;1;2;2;2;2;1;2;2;1;2;2;2;6;2;1;1;2;2;1;2;1; ; ;54;1;6;1;9;244,4
103479;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;3;3;1;1;2;1;2;1;1;20;1;57;1;6;3;9;244,6
103497;2;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;8;2;1;3;1;2;1;2;1; ; ;40;1;5;4;2;244,9
103514;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;25;5;1;1;2;2;1;2;2; ; ;36;1;5;5;8;245
103541;1;1;1;1;1;1;2;1;2;1;1;2;1;2;2;2;1;100;20;1;1;2; ;2;1;1;40;2;47;1;5;2;9;245
103542;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;10;1;1;1;3;1;1;1;1;10;2;56;3;4;1;9;245,1
103570;3;2;1;2;2;2;2;1;1;2;2;2;2;1;2;2;1;3; ;1;1;1;1;1;2;2; ; ;59;2;3;4;3;245,2
103598;2;2;1;2;1;1;1;2;1;1;1;2;1;2;1;2;1;50;20;1;1;2;1;2;2;1;3; ;21;6;5;2;8;245,3
103609;3;2;1;2;1;1;1;2;1;1;1;2;1;2;2;1;2;2;2;1;1;2;1;1;2;2; ; ;48;1;6;4;6;245,3
